restaurant_id,restaurant_name,country,city,awards,popularity_detailed,top_tags,price_level,price_range,cuisines,special_diets,vegetarian_friendly,vegan_options,gluten_free,avg_rating,total_reviews_count,food,service,value,atmosphere,keywords
g189541-d14178243,Bua Restaurant,Denmark,Copenhagen,NA,#1018 of 1969 Restaurants in Copenhagen,NA,NA,NA,NA,NA,N,N,N,5,6,NA,NA,NA,NA,NA
g189541-d1418075,La Sirene,Denmark,Copenhagen,NA,#1893 of 1969 Restaurants in Copenhagen,"Mid-range, Italian, Pizza, European",€€-€€€,NA,"Italian, Pizza, European",NA,N,N,N,3,379,3.5,3,3,3.5,NA
g189541-d1418919,MASH,Denmark,Copenhagen,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",#176 of 1969 Restaurants in Copenhagen,"Fine Dining, American, Steakhouse, European",€€€€,€25-€83,"American, Steakhouse, European",NA,N,N,N,4,1153,4.5,4,3.5,4,"steak, creamed spinach, bread, danish rib eye, american style"
g189541-d14189472,Gastronomia Italiana,Denmark,Copenhagen,NA,#1594 of 1969 Restaurants in Copenhagen,NA,NA,NA,NA,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g189541-d14202764,Bryggen 89,Denmark,Copenhagen,NA,#895 of 1969 Restaurants in Copenhagen,"Mid-range, Steakhouse, Fast food, Mediterranean",€€-€€€,NA,"Steakhouse, Fast food, Mediterranean, European, Danish",NA,N,N,N,4,33,4.5,4.5,4.5,NA,NA
g189541-d14202768,Bavnehøj Smørrebrød & Sandwich,Denmark,Copenhagen,NA,#1691 of 1969 Restaurants in Copenhagen,"Cheap Eats, European, Danish",€,€1-€9,"European, Danish",NA,N,N,N,3.5,2,NA,NA,NA,NA,NA
g189541-d14202771,Restaurant Alouette,Denmark,Copenhagen,"Travellers' Choice, Michelin 2020 for One Michelin Star: High quality cooking, worth a stop!, Michelin 2020 for Comfortable restaurant",#162 of 1969 Restaurants in Copenhagen,"Fine Dining, French, Japanese, American",€€€€,€134-€134,"French, Japanese, American, European, Danish, Scandinavian",NA,N,N,N,4.5,90,4.5,5,4.5,NA,"michelin star, food and wine, local ingredients, michelin restaurant, course menu"
g189541-d14208460,Lagkagehuset,Denmark,Copenhagen,NA,#1470 of 1969 Restaurants in Copenhagen,NA,NA,NA,NA,NA,N,N,N,4.5,2,NA,NA,NA,NA,NA
g189541-d14214600,Grab ’n' Go Burgers,Denmark,Copenhagen,NA,#1823 of 1969 Restaurants in Copenhagen,"Mid-range, American",€€-€€€,€29-€74,American,NA,N,N,N,3,14,NA,NA,NA,NA,NA
g189541-d1421782,Frederiksborggades is,Denmark,Copenhagen,NA,#67 of 75 Dessert Spots in Copenhagen,"Cheap Eats, Dessert",€,€4-€8,NA,NA,N,N,N,4,6,NA,NA,NA,NA,NA
g189541-d1426015,Restaurant Ankara,Denmark,Copenhagen,NA,#575 of 1969 Restaurants in Copenhagen,"Cheap Eats, Turkish, Middle Eastern, Vegetarian Friendly",€,€27-€27,"Turkish, Middle Eastern","Vegetarian Friendly, Vegan Options",Y,Y,N,3.5,159,4,4,4,3.5,NA
g189541-d1426025,Sushibar Fields,Denmark,Copenhagen,NA,#1964 of 1969 Restaurants in Copenhagen,"Mid-range, Japanese, Sushi, Asian",€€-€€€,€2-€21,"Sushi, Asian, Japanese",NA,N,N,N,2,39,3,3,2.5,NA,NA
g189541-d1427262,Gourmandiet,Denmark,Copenhagen,NA,#630 of 1969 Restaurants in Copenhagen,"Mid-range, Steakhouse, European, Danish",€€-€€€,€21-€83,"Steakhouse, European, Danish",NA,N,N,N,4.5,44,4.5,4.5,4,4,NA
g189541-d1437917,Gorm's Magstræde,Denmark,Copenhagen,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018",#255 of 1969 Restaurants in Copenhagen,"Mid-range, Italian, Pizza, European",€€-€€€,NA,NA,NA,N,N,N,4,270,4,4,4,4.5,"pizza, polenta fries, antipasti, carpaccio, thin crust"
g189541-d14509313,Lille Bakery,Denmark,Copenhagen,NA,#754 of 1969 Restaurants in Copenhagen,"Cheap Eats, Cafe, European, Scandinavian",€,NA,"Danish, Scandinavian, Cafe, European",NA,N,N,N,4.5,18,4.5,4.5,4.5,NA,NA
g189541-d14509338,Original Coffee Nordhavn,Denmark,Copenhagen,NA,#1815 of 1969 Restaurants in Copenhagen,"Cheap Eats, European, Scandinavian",€,€2-€7,"European, Scandinavian",NA,N,N,N,2.5,7,NA,NA,NA,NA,NA
g189541-d14509359,Izumi Sushi,Denmark,Copenhagen,NA,NA,Japanese,NA,NA,Japanese,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189541-d14509367,Kongedybet Brunch and Dinner,Denmark,Copenhagen,NA,#1802 of 1969 Restaurants in Copenhagen,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,3,32,NA,2,NA,NA,NA
g189541-d14598017,Antico Forno a Legna,Denmark,Copenhagen,NA,#1558 of 1969 Restaurants in Copenhagen,Cheap Eats,€,NA,NA,NA,N,N,N,4,2,NA,NA,NA,NA,NA
g189541-d1471530,Restaurant Fridas,Denmark,Copenhagen,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#240 of 1969 Restaurants in Copenhagen,"Mid-range, European, Scandinavian, Danish",€€-€€€,€8-€27,"European, Scandinavian, Danish",NA,N,N,N,4,328,4,4,4,4,"wienerschnitzel, fried pork, liver, shrimp, danish food"
g189541-d1471532,Hereford Steak,Denmark,Copenhagen,Certificate of Excellence 2019,#323 of 1969 Restaurants in Copenhagen,"Mid-range, Steakhouse, European",€€-€€€,€9-€34,"Steakhouse, European",NA,N,N,N,4,269,3.5,3.5,3.5,3.5,"steak, potatoes, shrimp, salad bar, super tender"
g189541-d1471547,Letz Sushi Christianshavn,Denmark,Copenhagen,NA,#650 of 1969 Restaurants in Copenhagen,"Mid-range, Japanese, Seafood, Sushi",€€-€€€,€13-€54,"Japanese, Sushi, Seafood, Japanese Fusion",Vegetarian Friendly,Y,N,N,4,77,4,3.5,3.5,4,NA
g189541-d1471548,Nakorn Thai,Denmark,Copenhagen,NA,#871 of 1969 Restaurants in Copenhagen,"Mid-range, Asian, Thai, Vegetarian Friendly",€€-€€€,€21-€58,"Asian, Thai","Vegetarian Friendly, Vegan Options",Y,Y,N,3.5,64,3.5,4,3.5,3,NA
g189541-d14758457,Cafe du Nord,Denmark,Copenhagen,NA,#903 of 1969 Restaurants in Copenhagen,"Mid-range, European, Scandinavian, Danish",€€-€€€,€9-€26,"European, Scandinavian, Danish",Vegan Options,N,Y,N,4,28,4,4,3,NA,NA
g189541-d14758461,restaurant Promenaden,Denmark,Copenhagen,NA,#1303 of 1969 Restaurants in Copenhagen,"Mid-range, European, Danish",€€-€€€,NA,"European, Danish",NA,N,N,N,4,6,NA,NA,NA,NA,NA
g189541-d14775047,King Chicken,Denmark,Copenhagen,NA,NA,"American, Mediterranean, European, Danish",NA,NA,"American, Mediterranean, European, Danish",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189541-d14794834,Copenhagen Smorrebrod,Denmark,Copenhagen,NA,#1103 of 1969 Restaurants in Copenhagen,"Mid-range, Danish",€€-€€€,NA,Danish,NA,N,N,N,4,15,NA,NA,NA,NA,NA
g189541-d14794866,Ismejeriet Tivoli,Denmark,Copenhagen,NA,#1567 of 1969 Restaurants in Copenhagen,Cafe,NA,NA,Cafe,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g189541-d14795215,Mr Pizza,Denmark,Copenhagen,NA,NA,"Cheap Eats, Italian, American, Cafe",€,€1-€8,"Italian, American, Cafe, Fast food",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189541-d1479957,Sultan Palace,Denmark,Copenhagen,NA,#1615 of 1969 Restaurants in Copenhagen,"Cheap Eats, Turkish",€,NA,Turkish,NA,N,N,N,3,76,3,3,3.5,3,NA
g189541-d14801978,Winterspring,Denmark,Copenhagen,NA,#52 of 75 Dessert Spots in Copenhagen,"Mid-range, Dessert, Cafe, Scandinavian",€€-€€€,NA,"Scandinavian, Danish, Cafe",NA,N,N,N,4.5,18,4.5,4.5,4,NA,NA
g189541-d14801980,LETZ SUSHI Store Kongensgade,Denmark,Copenhagen,NA,#860 of 1969 Restaurants in Copenhagen,"Mid-range, Japanese, Seafood, Sushi",€€-€€€,€13-€54,"Japanese, Seafood, Sushi, Asian, Japanese Fusion",NA,N,N,N,4.5,12,4,3.5,3.5,NA,NA
g189541-d14802009,The South Indian Valby,Denmark,Copenhagen,NA,#1175 of 1969 Restaurants in Copenhagen,"Mid-range, Indian, Asian",€€-€€€,€13-€40,"Indian, Asian",NA,N,N,N,4,9,NA,NA,NA,NA,NA
g189541-d14802775,Jakobsens Pita,Denmark,Copenhagen,NA,NA,"European, Grill, Danish",NA,NA,"European, Grill, Danish",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189541-d14821539,PUBLIC - The Italian Social Dining Bar,Denmark,Copenhagen,NA,#1715 of 1969 Restaurants in Copenhagen,"Mid-range, Italian, Tuscan, Sicilian",€€-€€€,€10-€47,"Italian, Tuscan, Sicilian, Central-Italian, Southern-Italian, Northern-Italian",Vegetarian Friendly,Y,N,N,4.5,88,5,5,4.5,NA,"tiramisu, pasta, course menu, authentic italian food, small place"
g189541-d1484312,Rosie McGee's Restaurant & Bar,Denmark,Copenhagen,Certificate of Excellence 2017,#270 of 1969 Restaurants in Copenhagen,"Mid-range, American, Bar, European",€€-€€€,€1-€40,"American, Grill, Bar, European, Pub",Vegetarian Friendly,Y,N,N,4,793,4,4,3.5,4,"burger, tex mex, live singer, great atmosphere, nice pub"
g189541-d1484314,Mamma Mokka extra,Denmark,Copenhagen,NA,#1123 of 1969 Restaurants in Copenhagen,"Mid-range, Bar, Cafe, Pub",€€-€€€,NA,"Bar, Cafe, Pub",NA,N,N,N,4,21,3.5,2.5,3.5,NA,NA
g189541-d14861944,Bingo 156,Denmark,Copenhagen,NA,#65 of 138 Coffee & Tea in Copenhagen,French,NA,NA,French,NA,N,N,N,5,12,NA,NA,NA,NA,NA
g189541-d14861966,Havnegade Fiskehandel,Denmark,Copenhagen,NA,#1411 of 1969 Restaurants in Copenhagen,NA,NA,NA,NA,NA,N,N,N,4.5,3,NA,NA,NA,NA,NA
g189541-d14861969,Café Stærkodder,Denmark,Copenhagen,NA,#1738 of 1969 Restaurants in Copenhagen,Pub,NA,NA,Pub,NA,N,N,N,3,5,NA,NA,NA,NA,NA
g189541-d14902622,Undici,Denmark,Copenhagen,NA,#601 of 1969 Restaurants in Copenhagen,"Mid-range, Italian, Mediterranean, Vegetarian Friendly",€€-€€€,NA,"Italian, Mediterranean","Vegetarian Friendly, Vegan Options",Y,Y,N,4,46,4.5,4.5,4,NA,NA
g189541-d14902627,Hotfodogs,Denmark,Copenhagen,NA,#1124 of 1969 Restaurants in Copenhagen,"Cheap Eats, American, German, Brew Pub",€,€1-€5,"American, German, European, Danish, Brew Pub, Fast food, Pub, Diner, Scandinavian",NA,N,N,N,5,5,NA,NA,NA,NA,NA
g189541-d14921299,Molana,Denmark,Copenhagen,NA,NA,"Mid-range, Middle Eastern, Persian",€€-€€€,€9-€20,"Middle Eastern, Persian",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189541-d14921311,Mikkeller Baghaven,Denmark,Copenhagen,NA,#90 of 171 Quick Bites in Copenhagen,"Mid-range, Quick Bites, Brew Pub, Bar",€€-€€€,NA,"Brew Pub, Bar, Pub, Gastropub",NA,N,N,N,4.5,27,4.5,4.5,4.5,NA,NA
g189541-d14921317,Curry Club,Denmark,Copenhagen,NA,#1270 of 1969 Restaurants in Copenhagen,"Indian, Asian",NA,NA,"Indian, Asian",NA,N,N,N,4.5,4,NA,NA,NA,NA,NA
g189541-d14921323,Boathouse,Denmark,Copenhagen,NA,#447 of 1969 Restaurants in Copenhagen,"Mid-range, Vegetarian Friendly, Gluten Free Options",€€-€€€,NA,NA,"Vegetarian Friendly, Gluten Free Options",Y,N,Y,4,108,4,4,3.5,NA,"risotto, hamburger, potatoes, main dish, christianshavn"
g189541-d14933750,Nr. 30,Denmark,Copenhagen,NA,#991 of 1969 Restaurants in Copenhagen,"Fine Dining, Seafood, European, Wine Bar",€€€€,€27-€47,"Seafood, European, Wine Bar, Scandinavian, Danish",NA,N,N,N,4,9,NA,NA,NA,NA,NA
g189541-d14933782,Indian Swaad,Denmark,Copenhagen,"Travellers' Choice, Certificate of Excellence 2020",#546 of 1969 Restaurants in Copenhagen,"Mid-range, Indian, Asian, Nepalese",€€-€€€,€1-€3,"Indian, Asian, Nepalese","Vegetarian Friendly, Vegan Options",Y,Y,N,4.5,48,4.5,4.5,4.5,NA,"samosa chaat, rice, excellent taste, main course, spicy"
g189541-d14933815,Coffee Fellaz,Denmark,Copenhagen,NA,#68 of 138 Coffee & Tea in Copenhagen,"Quick Bites, Cafe",NA,NA,Cafe,NA,N,N,N,5,12,NA,NA,NA,NA,NA
g189541-d14933837,Dhaba Reffen,Denmark,Copenhagen,NA,#1156 of 1969 Restaurants in Copenhagen,"Mid-range, Indian",€€-€€€,NA,Indian,NA,N,N,N,4,7,NA,NA,NA,NA,NA
g189541-d14933929,Front bistro & bar,Denmark,Copenhagen,NA,#1583 of 1969 Restaurants in Copenhagen,"Mid-range, European, Healthy, Scandinavian",€€-€€€,€20-€47,"European, Healthy, Scandinavian, Danish",NA,N,N,N,3.5,4,NA,NA,NA,NA,NA
g189541-d14933950,Lagkagehuset,Denmark,Copenhagen,NA,#1593 of 1969 Restaurants in Copenhagen,NA,NA,NA,NA,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g189541-d14933958,The Rusty Jiggar,Denmark,Copenhagen,NA,#1589 of 1969 Restaurants in Copenhagen,"Bar, Contemporary, Pub",NA,NA,"Bar, Contemporary, Pub",NA,N,N,N,5,1,NA,NA,NA,NA,NA
g189541-d14933968,The Tipsy Mermaid,Denmark,Copenhagen,NA,#979 of 1969 Restaurants in Copenhagen,Pub,NA,NA,Pub,NA,N,N,N,4.5,8,NA,NA,NA,NA,NA
g189541-d14938586,Grabs Deli,Denmark,Copenhagen,NA,#1473 of 1969 Restaurants in Copenhagen,"Mid-range, American, European, Healthy",€€-€€€,€4-€27,"European, Danish, American, Healthy, Street Food",NA,N,N,N,4.5,2,NA,NA,NA,NA,NA
g189541-d14938590,The Real Greek Reffen,Denmark,Copenhagen,NA,#952 of 1969 Restaurants in Copenhagen,"Mid-range, Greek",€€-€€€,NA,Greek,NA,N,N,N,4.5,10,NA,NA,NA,NA,NA
g189541-d14942468,Cafe Grabz,Denmark,Copenhagen,NA,#1172 of 1969 Restaurants in Copenhagen,Cheap Eats,€,NA,NA,NA,N,N,N,4,8,4,5,4,NA,NA
g189541-d14942499,Cafe A,Denmark,Copenhagen,NA,#1929 of 1969 Restaurants in Copenhagen,Cafe,NA,NA,Cafe,NA,N,N,N,2,7,NA,NA,NA,NA,NA
g189541-d14942519,Pasta La Pasta,Denmark,Copenhagen,"Travellers' Choice, Certificate of Excellence 2020",#108 of 171 Quick Bites in Copenhagen,"Mid-range, Quick Bites, Italian",€€-€€€,€2-€15,Italian,NA,N,N,N,4.5,38,4.5,4.5,4.5,NA,NA
g189541-d14948286,Mille's Minis,Denmark,Copenhagen,NA,#1306 of 1969 Restaurants in Copenhagen,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,4,6,NA,NA,NA,NA,NA
g189541-d14948290,Wulff & Konstali Nørrebro,Denmark,Copenhagen,NA,#827 of 1969 Restaurants in Copenhagen,"Mid-range, American, Cafe, European",€€-€€€,NA,"American, Cafe, Deli, Diner, Danish, European",NA,N,N,N,4,22,NA,NA,NA,NA,NA
g189541-d1495437,Restaurant Havfruen,Denmark,Copenhagen,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2013",#167 of 1969 Restaurants in Copenhagen,"Mid-range, Seafood, Healthy, Scandinavian",€€-€€€,€13-€67,"Seafood, Healthy, Scandinavian, Danish",Gluten Free Options,N,N,Y,4,471,4,4,3.5,4,"fish and chips, calamari, moules, herring, bacalhau"
g189541-d14961605,Grand Teatret,Denmark,Copenhagen,NA,#1194 of 1969 Restaurants in Copenhagen,"Bar, Cafe, Pub",NA,NA,"Bar, Cafe, Pub",NA,N,N,N,5,4,NA,NA,NA,NA,NA
g189541-d14961617,Mahalle Cph,Denmark,Copenhagen,NA,#665 of 1969 Restaurants in Copenhagen,"Mid-range, Lebanese, Middle Eastern, Vegetarian Friendly",€€-€€€,€9-€19,"Lebanese, Middle Eastern","Vegan Options, Vegetarian Friendly",Y,Y,N,4,47,4,3.5,4,NA,"hummus, tapas, libanese food, olive oil, great food"
g189541-d14961701,Mokkariet - Istedgade,Denmark,Copenhagen,NA,#67 of 138 Coffee & Tea in Copenhagen,"Cheap Eats, Quick Bites, Cafe, European",€,€3-€11,"Cafe, European, Contemporary, Healthy, Danish",NA,N,N,N,4.5,18,NA,NA,NA,NA,NA
g189541-d14961724,Iluka,Denmark,Copenhagen,NA,#847 of 1969 Restaurants in Copenhagen,"Fine Dining, Seafood, European, Danish",€€€€,€13-€67,"Seafood, Danish, European",NA,N,N,N,4,38,4,4,3,NA,NA
g189541-d14969415,Victorious Sportsbar & Cafe,Denmark,Copenhagen,NA,#799 of 1969 Restaurants in Copenhagen,"Fine Dining, Brew Pub, Bar, Cafe",€€€€,€74-€141,"Brew Pub, Bar, Cafe, European, Contemporary, Pub, Danish",NA,N,N,N,5,12,NA,NA,NA,NA,NA
g189541-d1497410,Barock,Denmark,Copenhagen,NA,#1807 of 1969 Restaurants in Copenhagen,"Mid-range, Bar, European, Pub",€€-€€€,NA,"Bar, European, Scandinavian, Danish, Pub",Vegetarian Friendly,Y,N,N,3,752,3.5,3,3,3.5,NA
g189541-d14975730,Sala Thai Mad,Denmark,Copenhagen,NA,#1585 of 1969 Restaurants in Copenhagen,"Mid-range, Thai",€€-€€€,€6-€12,Thai,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g189541-d14975766,Restaurant Ilden København,Denmark,Copenhagen,NA,#806 of 1969 Restaurants in Copenhagen,"Mid-range, Steakhouse, European, Grill",€€-€€€,€17-€29,"Steakhouse, European, Grill, Scandinavian, Danish",NA,N,N,N,4,52,4,4,3.5,NA,NA
g189541-d14993385,Alice Ice Cream and Coffee,Denmark,Copenhagen,NA,#928 of 1969 Restaurants in Copenhagen,"Cheap Eats, Cafe",€,NA,Cafe,NA,N,N,N,5,8,NA,NA,NA,NA,NA
g189541-d14997347,BarPasta,Denmark,Copenhagen,NA,#1231 of 1969 Restaurants in Copenhagen,"Mid-range, Italian",€€-€€€,NA,Italian,NA,N,N,N,4,7,4,4,3.5,NA,NA
g189541-d14997355,Sushi Station,Denmark,Copenhagen,NA,#1197 of 1969 Restaurants in Copenhagen,"Mid-range, Japanese, Sushi",€€-€€€,€7-€27,"Japanese, Sushi",NA,N,N,N,4,9,NA,NA,NA,NA,NA
g189541-d14997365,So Last Year 2nd Hand & Coffee,Denmark,Copenhagen,NA,#1114 of 1969 Restaurants in Copenhagen,"Cheap Eats, European, Middle Eastern, Danish",€,€1-€13,"European, Middle Eastern, Danish, Persian",NA,N,N,N,5,5,NA,NA,NA,NA,NA
g189541-d15016868,Sticks ’n' Sushi,Denmark,Copenhagen,NA,#1267 of 1969 Restaurants in Copenhagen,"Mid-range, Japanese",€€-€€€,NA,Japanese,NA,N,N,N,4,5,NA,NA,NA,NA,NA
g189541-d15017002,Pizzeria Cavallino,Denmark,Copenhagen,NA,#1637 of 1969 Restaurants in Copenhagen,Pizza,NA,NA,Pizza,NA,N,N,N,3.5,3,NA,NA,NA,NA,NA
g189541-d15017012,Coffee Industry,Denmark,Copenhagen,NA,#1741 of 1969 Restaurants in Copenhagen,Mid-range,€€-€€€,NA,NA,NA,N,N,N,3,9,NA,NA,NA,NA,NA
g189541-d15017020,Kaldi Copenhagen,Denmark,Copenhagen,NA,#888 of 1969 Restaurants in Copenhagen,"Cheap Eats, Dutch, European",€,€2-€20,"Dutch, European",NA,N,N,N,5,8,NA,NA,NA,NA,NA
g189541-d15017022,Cafe Gæst,Denmark,Copenhagen,NA,#1851 of 1969 Restaurants in Copenhagen,NA,NA,NA,NA,NA,N,N,N,3,5,NA,NA,NA,NA,NA
g189541-d15022313,Tarnet Restaurant,Denmark,Copenhagen,NA,#239 of 1969 Restaurants in Copenhagen,"Mid-range, Scandinavian, Danish",€€-€€€,€79-€478,"Scandinavian, Danish",NA,N,N,N,4,220,4.5,4.5,4,NA,NA
g189541-d15023630,Iki Sushi Gammel Kongevej,Denmark,Copenhagen,NA,#1055 of 1969 Restaurants in Copenhagen,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4,14,NA,NA,NA,NA,NA
g189541-d15023674,SUKAIBA Copenhagen,Denmark,Copenhagen,NA,#417 of 1969 Restaurants in Copenhagen,"Fine Dining, Japanese, Sushi, Asian",€€€€,€8-€120,"Japanese, Sushi, Asian",NA,N,N,N,4,132,4,4,3.5,NA,"brunch, prime rib, cod, service level, nice restaurant"
g189541-d15046278,Bj´s Original Burger Joint,Denmark,Copenhagen,NA,#1028 of 1969 Restaurants in Copenhagen,"Cheap Eats, American, European, Danish",€,€8-€16,"American, European, Danish",NA,N,N,N,5,6,NA,NA,NA,NA,NA
g189541-d15046410,Riccos Kaffebar,Denmark,Copenhagen,NA,#1689 of 1969 Restaurants in Copenhagen,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,4,1,NA,NA,NA,NA,NA
g189541-d15046442,Y's café and cocktail,Denmark,Copenhagen,NA,#1250 of 1969 Restaurants in Copenhagen,"Bar, Cafe, Pub",NA,NA,"Bar, Cafe, Pub",NA,N,N,N,4,6,NA,NA,NA,NA,NA
g189541-d15046505,Café Vivaldi - Amagerbrogade,Denmark,Copenhagen,NA,#1037 of 1969 Restaurants in Copenhagen,"Mid-range, Steakhouse, Cafe, European",€€-€€€,€11-€32,"Steakhouse, Cafe, European, Diner, Danish",NA,N,N,N,4,21,4,4,4,NA,NA
g189541-d15051630,Cafe Slusen,Denmark,Copenhagen,NA,#1390 of 1969 Restaurants in Copenhagen,"Mid-range, European, Spanish, Danish",€€-€€€,NA,"European, Spanish, Danish",NA,N,N,N,5,2,NA,NA,NA,NA,NA
g189541-d15051727,"Woolstock - cotton, wool and coffee",Denmark,Copenhagen,NA,#1048 of 1969 Restaurants in Copenhagen,Cafe,NA,NA,Cafe,NA,N,N,N,5,6,NA,NA,NA,NA,NA
g189541-d15051733,MAUI Reykjaviksgade ApS,Denmark,Copenhagen,NA,#1683 of 1969 Restaurants in Copenhagen,"Mid-range, Hawaiian",€€-€€€,€11-€17,Hawaiian,NA,N,N,N,3.5,3,NA,NA,NA,NA,NA
g189541-d15056025,The Grid,Denmark,Copenhagen,NA,#1418 of 1969 Restaurants in Copenhagen,"Mid-range, Pub",€€-€€€,NA,Pub,NA,N,N,N,5,2,NA,NA,NA,NA,NA
g189541-d15056114,Salonen,Denmark,Copenhagen,NA,#1879 of 1969 Restaurants in Copenhagen,"Mid-range, European, Danish",€€-€€€,€4-€32,"European, Danish",NA,N,N,N,4.5,6,NA,NA,NA,NA,NA
g189541-d15059716,H table,Denmark,Copenhagen,"Travellers' Choice, Certificate of Excellence 2020",#92 of 1969 Restaurants in Copenhagen,"Mid-range, Chinese, Asian, Vegetarian Friendly",€€-€€€,€9-€16,"Chinese, Asian","Vegetarian Friendly, Vegan Options",Y,Y,N,5,72,5,5,5,NA,NA
g189541-d15059730,Arket,Denmark,Copenhagen,NA,#1294 of 1969 Restaurants in Copenhagen,"European, Swedish",NA,NA,"European, Swedish",NA,N,N,N,4,5,NA,NA,NA,NA,NA
g189541-d15059764,CC Restaurant Sushi & Wok,Denmark,Copenhagen,NA,#1335 of 1969 Restaurants in Copenhagen,Sushi,NA,NA,Sushi,NA,N,N,N,4,6,NA,NA,NA,NA,NA
g189541-d15059790,WeCycle,Denmark,Copenhagen,NA,#47 of 138 Coffee & Tea in Copenhagen,"Mid-range, Bar, Cafe, Vegetarian Friendly",€€-€€€,NA,"Bar, Cafe",Vegetarian Friendly,Y,N,N,4.5,24,5,5,5,NA,NA
g189541-d15059798,The Market Italian,Denmark,Copenhagen,"Travellers' Choice, Certificate of Excellence 2020",#872 of 1969 Restaurants in Copenhagen,"Mid-range, Italian",€€-€€€,€9-€40,Italian,NA,N,N,N,3.5,41,3.5,3.5,3.5,NA,NA
g189541-d15075691,Restaurant 1733,Denmark,Copenhagen,"Travellers' Choice, Certificate of Excellence 2020",#85 of 1969 Restaurants in Copenhagen,"Mid-range, European, Scandinavian, Danish",€€-€€€,€9-€34,"European, Danish, Scandinavian",Vegan Options,N,Y,N,5,108,5,5,4.5,NA,"lunch, potatoes, sandwiches, danish food, twist"
g189541-d15075708,Ramsløg by Sides.,Denmark,Copenhagen,NA,#810 of 1969 Restaurants in Copenhagen,"Cheap Eats, American, International, European",€,€6-€15,"American, International, European, Danish",NA,N,N,N,4.5,13,NA,NA,NA,NA,NA
g189541-d15075786,MyPoké,Denmark,Copenhagen,NA,#1399 of 1969 Restaurants in Copenhagen,Hawaiian,NA,NA,Hawaiian,NA,N,N,N,4.5,3,NA,NA,NA,NA,NA
g189541-d15079044,Blaaregn,Denmark,Copenhagen,NA,#1643 of 1969 Restaurants in Copenhagen,NA,NA,NA,NA,NA,N,N,N,3.5,3,NA,NA,NA,NA,NA
g189541-d15079075,Cupenhague,Denmark,Copenhagen,NA,NA,"Mid-range, European, Swedish, Danish",€€-€€€,€3-€15,"European, Swedish, Danish, Norwegian",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189541-d15079084,Baobab,Denmark,Copenhagen,NA,#1745 of 1969 Restaurants in Copenhagen,"Cheap Eats, African",€,€5-€13,African,NA,N,N,N,5,3,NA,NA,NA,NA,NA
g189541-d15086613,Thapa's Restaurant,Denmark,Copenhagen,NA,NA,NA,NA,NA,NA,NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189541-d15086633,Indian Tandoor Restaurant,Denmark,Copenhagen,NA,#1795 of 1969 Restaurants in Copenhagen,NA,NA,NA,NA,NA,N,N,N,3,2,NA,NA,NA,NA,NA
g189541-d15086663,Green Island of Copenhagen,Denmark,Copenhagen,"Travellers' Choice, Certificate of Excellence 2020",#86 of 171 Quick Bites in Copenhagen,"Mid-range, Quick Bites, Italian, Bar",€€-€€€,NA,"Italian, Bar, Pizza, Pub",NA,N,N,N,4.5,31,4,4.5,4.5,NA,NA
g189541-d15086667,McDonald's Kongens Nytorv,Denmark,Copenhagen,NA,#168 of 171 Quick Bites in Copenhagen,"Cheap Eats, Quick Bites, Fast food",€,NA,Fast food,NA,N,N,N,3,18,NA,NA,NA,NA,NA
g189541-d15109871,Dina Bar Kafe,Denmark,Copenhagen,"Travellers' Choice, Certificate of Excellence 2020",#241 of 1969 Restaurants in Copenhagen,"Mid-range, Italian, French, American",€€-€€€,€5-€19,"Italian, French, American, European, Danish, Cafe","Vegetarian Friendly, Vegan Options",Y,Y,N,5,46,5,5,5,NA,NA
g189541-d15109897,Copenhagen Diner 'n' Steak,Denmark,Copenhagen,NA,#1914 of 1969 Restaurants in Copenhagen,"Mid-range, American, Cafe, Barbecue",€€-€€€,NA,"American, Cafe, Barbecue, Diner",NA,N,N,N,2.5,8,NA,NA,NA,NA,NA
