Date,Review,Likes On Reviews,User_name
"June 3, 2017",Cannot see any products. Glitches and closes constantly.,1.0,User1914
"June 4, 2017",Search takes ages or does not work at all. Many products missing from the search .,,User269
"June 14, 2017","After scanning items, they don't stay in the shopping list!! HORRIBLE UX",,User1364
"May 6, 2017",Aplikacija je odlična. Ikeina stranica na internetu je katastrofa za mobitel. Dok je ova aplikacija naspram toga preporod.,2.0,User497
"April 11, 2017",Pretty silly that you cant order via the app.,3.0,User2386
"June 25, 2017",Just stay away and save your time. Horrible and hopeless customer service.,,User92
"April 23, 2017",Horrible app..Cannot enter the number to enter product. Poorly made,,User1444
"June 27, 2017",Complete garbage. I can't do anything without the app crashing.,1.0,User609
"May 30, 2017",I can't see my store from Romania.,1.0,User1888
"May 20, 2017",No sync of shopping list. Bad search function.,1.0,User111
"May 15, 2017","This app is hard to navigate and does not have what is offered in store. Was looking for furniture and other then beds nothing listed, no shelves, tables or storage solutions.",,User2529
"June 3, 2017","Everytime I try and do something on it, it crashes",1.0,User1400
"June 11, 2017",Crashes every time I try to use it.,1.0,User1497
"July 2, 2017",The app gets stuck trying to locate a store.,,User268
"May 5, 2017",I needed to see products and prices at the local store and this was fullfilled. For me its excellent,1.0,User581
"July 13, 2017","Please fix the shopping list bug! If you have more than one, it selects one randomly and can't change between them.",,User380
"July 5, 2017",When i open a product the app suddenly shuts down,,User458
"July 5, 2017",Unable to browse through. Hang and it closes the app suddenly.,,User1636
"July 1, 2017",Is the third time that my shopping list disappears... 😡,,User1497
"July 2, 2017",Won't load any products. Slow and clunky.,,User2290
"April 15, 2017",This app makes the shopping easier. I like it,3.0,User750
"July 2, 2017","Used to work, now it just says I've no network connection and doesn't, despite there being nothing wrong with the network connection.",,User330
"May 26, 2017",Unuseable! Crashes at every opportunity.,,User1138
"July 11, 2017",Just list all 93 items in my shopping list!!!,13.0,User2533
"June 26, 2017",App keeps stopping when trying to search and cannot log into my account from app.,,User1497
"May 13, 2017",Great app but keeps loosing all the item in my basket 👎,1.0,User1604
"May 27, 2017",It does not work.,,User1955
"June 7, 2017",Didn't work from the first second. Deleted and went to a better online organised another store.,,User810
"June 14, 2017",Doesn't allow me to sign in after registering and verification.,1.0,User2043
"April 21, 2017",Keeps crashing and lags badly,1.0,User2326
"May 4, 2017","Can't get the store offers, just tells me I'm offline when I'm clearly not. Sort it please",,User2130
"May 11, 2017",Prices might vary than store and store availability of items not updated frequently,,User1933
"May 7, 2017",Impossible to log in. Useless,1.0,User684
"May 13, 2017",Susah banget mau sign up aja. Ribet,1.0,User1497
"June 19, 2017",I'm new to this types of shoping trying to get faniliar.,,User545
"June 11, 2017",Im trying to see innaloo for a clothing rack ikea,,User595
"July 3, 2017",This app is not working with my s8+,,User811
"May 1, 2017",This app ended up locking my Ikea account.... Thanks Ikea,,User1909
"April 10, 2017",Cant log in after signing up,1.0,User415
"June 17, 2017",App needs fixing asap!,1.0,User1223
"July 2, 2017",can't even log into my account!,,User1305
"April 22, 2017",Ruined my life,1.0,User2131
"July 2, 2017",Can’t sign in and can’t search for double bed,,User2000
"May 31, 2017",Doesn't sync shopping list with website.,,User349
"June 17, 2017",Can't review because it never worked.,,User1910
"May 17, 2017",What's not to like about Ikea ?,1.0,User50
"May 12, 2017",It won't even let me sign up!!!,,User2112
"April 7, 2017",Not possible to order anything,,User1497
"July 2, 2017",Not connecting to server to begin with...,,User2542
"April 15, 2017",Great app. Very useful.,1.0,User102
"June 17, 2017",An option to change the language would be useful.,,User573
"July 1, 2017",Did everything l wanted.found everything I was looking for.great .,,User812
"May 12, 2017",I can't buy online ...what is the use of the app ....useless,,User1695
"July 12, 2017",Keep going,,User2257
"June 28, 2017",Crashes constantly,1.0,User1606
"May 26, 2017",Can't order which is just rubbish,,User1029
"July 22, 2017",Awesome ikea is life,,User2215
"June 30, 2017",Trying,,User2276
"June 19, 2017",😡😡,,User2109
"March 24, 2017",Just don't waste your time. Not any better than their website. Has just enough info to frustrate any shopper. Store map sucks and zooming in just makes it blurry. Just easier to order online or ask someone inside the store for help...,24.0,User2441
"March 6, 2017","Useless. I spent almost an hour putting together a shopping list, only for the app to log me out due to 'inactivity', and delete everything once I'd logged back in. Utter crap.",80.0,User871
"March 25, 2017","I hate the fact that each time you open app you have to type jn email address s and password. Also the pictures have r appalling image quality which comes out blurry. Much better using the main site which shouldn't be the case. Apps are meant yo be easy, quick and practical but this app needs to make some changes in order to compete with other apps otherwise its a complete waste of time using it.",20.0,User2278
"March 8, 2017","Won't allow you to change the language. Goes based on store location. I am in the Holland with my husband, but do not speak Dutch. Pretty useless since I can't change the language to English. Have no idea what I'm browsing.",38.0,User1019
"March 9, 2017","Useful app, marred by requirement to login every time you launch it. Please make it remember passwords and/or use fingerprints. Also very low quality images in textiles section.",30.0,User704
"March 22, 2017","Won't let me log in to my Ikea account. I can log in on the website no problem, but every time I try on the app it tells me I'm using a ""temporary"" password and redirects me to the ""forgot password"" page. I'm definitely not using a temporary password.",2.0,User2094
"March 16, 2017","Why does this shopping app auto log out? Banking apps, Amazon, Ebay, Facebook, Twitter, Gmail all remain logged in with reams of personal data but Ikea, with your Ikea family card number (and inability to purchase anything) logs you out. Infuriating!",5.0,User1971
"March 29, 2017","All the recent 1 star reviews must be for an older version or for use outside the US or something. This app offers a very fluid, easy, intuitive, and pleasing user experience. It loads fast, the shopping list does not clear when you reopen the app, nor do you have to log in everytime. You can also use it perfectly fine without a membership. The shopping list is synced with your account so that you can save items on the website on your PC and it shows on the app, as expected.",3.0,User39
"March 26, 2017","Whoever designed this for Ikea needs to be fired. It was bad enough that Ikea's old app now only tells you that there's a new app and then exits, blocking you from accessing your account details (like your 19 digit Ikea Family number), but this new app doesn't even import your data from the old app. What were they thinking? That people memorize a 19 digit membership number and can enter it on demand? They have also gone from a clear, intuitive, easy to use app, to this junk where nothing is easy to find. There's also a glaring security flaw here in that the app automatically makes you log in fresh each time, but will display your Ikea Family card without logging in. My advice is to avoid this garbage app and just go online or to a store.",4.0,User1521
"March 28, 2017",Total crap. Have to sign in everytime now and it constantly wipes your shopping list. Also full of endless amounts of awful pixelated photos. Don't waste your time with this rubbish.,1.0,User997
"April 2, 2017",The quality of the product pictures are mostly appalling. You have to get to the fifth images if not further before you can see the item. Please fix this issue which in this day and age should be happening.,,User2315
"March 7, 2017","I tried to login with my email address and it tells me it's not valid, so now I can't even use it!",11.0,User1973
"April 2, 2017","Straight up garbage ass app, I sent a link to my girlfriend and it locked up my phone and hers that after I hit send. I'm on Android and she is on IPhone locked up both phones until we both deleted the text threads. F U ikea app!!!!!!",1.0,User140
"March 7, 2017","It always says this...I can't order online without accessing to my acxount....its been a while since it says this ""Al momento non è possibile richiedere una nuova password. Riprova più tardi.""",6.0,User1729
"April 1, 2017",I love the shopping list! You can shop ikea products from your couch and see right away if your wishes are going to be out of budget. I think this is a great app and it's FREE.,4.0,User274
"April 28, 2017",I feel Ikea is one of the Best store s you can shop for your needs. I won't be shopping anywhere for my home so thank you IKEA,1.0,User1822
"March 14, 2017","Can never log in. Always states my details are incorrect, when they're not.",1.0,User2011
"March 28, 2017",Bad because it doesn't admit that there are 2 Israeli stores.,2.0,User602
"March 5, 2017",Would have been perfect if you could manage multiple lists.,14.0,User1064
"March 10, 2017",Almost impossible to register due to an unreadable captcha,1.0,User1497
"March 7, 2017",Good app in helping making IKEA shopping easier & smoother!,2.0,User98
"March 29, 2017",I think it is great cuz the nearest ikea is in Michigan for me and i cant do that.,1.0,User72
"March 18, 2017",Simple & perfect. Way better than using the web version.,2.0,User1268
"March 3, 2017",This app is terrible!,10.0,User929
"March 9, 2017",Howcome there is no turkish in language selection ???,1.0,User1701
"March 17, 2017",Vvlv very hard to navigate,1.0,User762
"March 14, 2017",I love the style and decorations they have I'm enjoying the beautiful furniture.,1.0,User1497
"March 12, 2017",I like the ease of use,1.0,User1426
"February 5, 2017","Is not accurate reflection of the store's inventory. Was in the store shopping for mattress with son for his new apartment. The app consistently reported no full size mattresses were available.,no matter the variety. Turns out that the store has full size mattresses in all the lines. Also would not scan the item numbers. Pretty useless.",57.0,User996
"February 23, 2017","Quite useful, but it logs you out continually so the shopping list if often out of sync. Very frustrating to have to log in again every few minutes. Receipts aren't visible.",12.0,User222
"February 13, 2017","A member of staff had to give me real locations of nearly everything on the list - the app is bloody useless, and with no receipt tracker I think I just go here to be ripped off and made to feel good about the poor life decisions I'm making. #Stuffocation",35.0,User548
"February 22, 2017",If it had the Seattle store in the locations list I might have kept the app and liked it. But since it doesn't even give me the choice of a store close to me I must uninstall. And I love Ikea!!,16.0,User850
"February 3, 2017","Pointless. Doesn't save shopping lists even if you are family member, every time app updates list is deleted. Ever since how shopping lists work was changed they no longer work.",43.0,User1497
"February 22, 2017","Shopping list is useless. After saving items, the following day, some or all disappear so a waste of time spending time putting them in there in preparation for a visit.",2.0,User1416
"February 14, 2017",Omg!! So frustrating!!! Trying to login alone is the friggin worst. Even the email is case sensitive 😨😠,2.0,User569
"February 10, 2017","I put together a long shopping list and next time I logged in it had gone, so pointless and time wasting.",5.0,User1937
"February 10, 2017",Very bad shopping list managing. Often items disappear. Often off sync with web site.,10.0,User885
"February 13, 2017",Not great. Constantly logs you out. Each time app updates u loose shopping list. Q,3.0,User2477
"February 15, 2017",Can't even log in. At the website i can log in so why the app gives me an error?,4.0,User1878
"February 17, 2017","Spent ages making a shopping list ready for our move and it doesn't save it, it got deleted when the app updated, massive waste of time.",4.0,User639
"February 10, 2017","Doesn't have my home store, Carolina Puerto Rico! Bummed",4.0,User726
"February 17, 2017",Impossible to log onto my online account. Going back to a paper list.,3.0,User299
"February 24, 2017","Everytime I do a shopping list it deleteds its self, now I have to re look for all the items I want. It's very frustrating 😤",,User1454
"February 4, 2017",Pointless if it can't even save the shopping list,11.0,User1464
"February 5, 2017",Product pages won't load. Eventually times out. Was fine until latest update.,4.0,User49
"February 28, 2017","Just wish you could check stock at other store locations while you're at that item's page, rather than having to go all the way back to the home page to reset store, then go all the way back to where you were looking, then have to go back to reset back to your preferred store. Clunky. Otherwise, it's useful.",,User2382
"February 17, 2017","As a catalogue app to look through products its fine, but no better than using the website, but as a shop/store aid its useless. It does not show the warehouse locations of products you add to your shopping list, it just says seek a member of staff for assistance. It also keeps logging me out with no option to auto log back in or to save the log in details.",,User2430
"February 22, 2017",Count even search laminate flooring...useless!,1.0,User918
"February 20, 2017","Doesn't sync with IKEA account I already have, and it won't let me set a new password.",1.0,User913
"February 17, 2017","Frustrating, doesn't save lists!",1.0,User79
"February 9, 2017","When scanning- product not found or something wrong with server, try again.",1.0,User2211
"February 2, 2017",Does not offer different stores,6.0,User801
"February 2, 2017",No way to choose language. No info how to find a position in showroom.,7.0,User2277
"February 8, 2017",Wont open,2.0,User1782
"February 17, 2017",Nice,1.0,User1401
"December 19, 2016","Nice app
Nice app, but browsing through the products could've been a bit easier. Also, if we make a list of everything we buy, why not let us pay on our phones using PayPal (i.e.) as a substitute for self scanning checkouts. If you want a check you can generate a bar code which needs to be scanned in order to open shopping/checkout gates. Another thing is a bug I've found (and the lack of a built in bug-reporter): when I enter my username, the predictions for my keyboard are turned off but turned on for the password",78.0,User245
"November 26, 2016","Don't rely on it
Scanned all the items we wanted only to get to the area to pull furniture and nothing was there. Next time will stick to pencil and paper or just take pics myself. Was horrible to get to self service and have nothing. Had to try to remember everything we scanned (and missed a couple which we didn't realize until we got home) and then go to a computer and search for it all again and write it down. Massive waste of time. Very disappointed.",9.0,User2374
"January 19, 2017","After joining "" IKEA Family "" in store, and hours later receiving an email from IKEA to confirm my address, which I did. I then downloaded the app and when trying to login got told my email address didn't exist....Well ""that's a fat load of good"". So now I'm removing the app from my device..It was probably only advertising anyway, I will never know. Yawn",2.0,User1180
"December 11, 2016","Where's the digital family card? Only reason that I really wanted to use this app was to not have to carry around the family card, and the notes indicate that should be possible, but I can't find it anywhere. Profile only shows settings and info. Wish it worked like Scene card with Cineplex app.",4.0,User705
"December 4, 2016","Good app but a language choice would help I live in Prague but don't speak Czech, so I've had to tell the app to use a location in the UK, which lets me see items but doesn't help with stock levels in the Prague stores. The languages are obviously available so why not make them available to all locations ?",7.0,User605
"January 1, 2017",Agree with Ross won't recognise my email address Doesn't matter what I do it keeps saying it doesn't recognise my email address. And yet Ikea send me emails! Doing my head in as I basically can't have my family membership available on the app or use any function other than to browse ...,7.0,User1497
"November 9, 2016","Useless
When I try to log in on the app it says that my email/password are incorrect. I can login on my computer using the same email/password and there are no problems. I tried to get a new password on the app and it said that my email does not exist. If my email is not in your system then how is it that I receive regular emails from Ikea?",139.0,User1777
"November 24, 2016","Ikea Organized
Ikea is huge so I find this app extremely helpful to organize myself before I go or I could easily waste majority of my day there. I use the app to shop not my desktop since it is much more convenient thus no sync issues so far. My only complaint is I wish it had a dimension filter. This helps if you are looking for something to fit in a certain space.",37.0,User498
"November 26, 2016","Can't log in!
I didn't have any problems with it but now it just keeps telling me my login/password is incorrect after changing it because I thought I must have it wrong. Until I read other reviews and saw that other people were having the same issues! So it will be uninstalled now as it's a unless and unusable app!",10.0,User2467
"January 16, 2017","Needs a lot of improvements 😨
Sooooo stupid logs you out while browsing, and can't get logged in again. Also the retrieve password is messed up. 1.Just one list 2. lack of sorting 3. Not all products is available 4. Scanning takes a long time and sometimes it just hangs. 5. U have 2 go to every item in list to check out or remove. 6. Drains battery so fast. 7. Search option needs a lot of improvements 8. No refine search. Hope u guys improve it cuz the older version is much much better than this one.",2.0,User1342
"December 26, 2016","Fing PITA
Awful and idiotic. Can't add items to shopping list on PC if I am logged in on my phone. Logs out on phone randomly. Doesnt allow the option to remember username at the very least, let alone password too. Ikea search engine is crap. Ikea categorise by age - who cares what age they design for if I want to quickly browse the whole catalogue. Efficiency gone mad? Pull your fingers out!",3.0,User1577
"December 15, 2016","Why no language options!?!?! Why oh why would you ever create create an app that does not allow you to select your language? I love IKEA, but how can I shop a store after moving to Italy when I don't have the language mastered? Pointless to assign the local language and not give me the option to change.",3.0,User815
"December 8, 2016","Rubbish It scans and identies an item OK, but would not add it to my shopping list or give me pickup location. I expect it must do it somehow, buy I could not figure it out and I am no idiot. I ended up using the pencil list.",2.0,User2150
"January 26, 2017","Pointless. It won't let me log in. Been trying for days, I can log in online to my account, but not to the app as it says wrong password. Attempted a password reset, to which it said doesn't recognise my email address! I will stick to my usual tactic of taking photos of the labels in store so I can find my stuff, but I'm annoyed I can't get an electronic family card.",,User881
"November 11, 2016","Can't Log In
I never had any problems with the old app, but I have to ""update"" to this one. I can't log in because it tells me that my email and/or password is incorrect. Not helpful when the nearest IKEA is over an hour away and I had a long list that I wasn't able to access. It wound up locking my account because I tried to log in too many times. Everything works just fine on my computer (after I finally got it unlocked). If we're going to be forced to use the updated app, it should at least work.",28.0,User1047
"January 7, 2017","One thing I tried the app out to find one thing a sofa. I found one tried to add it to my cart and that is where the problem began. Can't add it to the basket, it says available in the store but only shows me products in the store by the same maker. The app is also very slow loading",,User1856
"January 12, 2017","Room for improvement Like the concept, but needs a lot of work. You have to log in each time I use the app as it won't remember your details. Liked being able to create a list and know where to find things, but after a while it will wipe your shopping list and you need to start from scratch.",2.0,User1128
"December 23, 2016","No buying option I seriously don't understand the purpose if their app and website. I can't even buy any products. Such a pain to visit your stores, bring our own bags, wrap our items in newspapers and transport into the car. Do you guys ever love your customers?",,User640
"November 14, 2016","Why?!
I love the store its great.... but the app is far from ok, you can add your card and create a shopping list to save and go back on at any point so you have a reference and get in store. The bad part is when you update the app or add it to another device it wipes your shopping list... doesnt ikea want my money?? Its suggested they sort this issues out or u loose out on my hard earned cash!!",16.0,User176
"December 9, 2016","Doesn't save anything Don't bother using this for the shopping list function, which should be the most important and useful piece. It will randomly delete almost everything on the list. Total waste of time.",1.0,User77
"November 12, 2016",Impossible to login I reset my password twice (which is already a tedius and painful procedure) and still couldn't log in. Can't believe that a company such as IKEA can't even build a usable app!,6.0,User1824
"December 30, 2016","Can't log in Says my email or password is wrong. No, they are correct. I can log into the web site just fine.",1.0,User1355
"November 18, 2016",Dropped off my shopping list Without any reason. It's empty now. And continuously asks for a login and password. It's just annoying.,,User165
"January 17, 2017",Wait A Minute It always says I need a new password. Total waste of time. Uninstalling for a couple months. Maybe a better app will be made.,,User1452
"November 11, 2016","The most important thing - the shopping list - doesn't work properly. It shows only one of many lists I created, which renders the application useless for me.",4.0,User1229
"November 19, 2016","Useless if you can't login.... It used to be a good app. Now, there is no way to login... Useless..",,User1567
"November 9, 2016","Frustrated I would give it a good review if I could log in. Doesn't think my email that I use on the Ikea website is valid. It works for my daughter, but not for me.",7.0,User902
"December 4, 2016",Password failure Keep having to reset password. Always incorrect. On my PC it works fine but not in the app. I LOVE ikea but hate the app.,,User45
"December 1, 2016","Need to log in every time
It's a decent enough app and does what I expect but the fact that I need to re-login every time is a real PITA, especially if I'm in the middle of the IKEA warehouse and there's no signal! It doesn't need to be this secure. And now it's managed to lose the entire contents of my carefully curated shopping list!",2.0,User1905
"December 15, 2016","Fail Haven't even been able to check the app out as an error occurs at the start, when trying to find my location. Lol well done ikea Tech! Uninstalled",,User1989
"January 2, 2017","What happened to canada?
Installed this app hoping it improved but now Canada has been removed from the list of countries so I can't select a store... the app doesn't work if i can't even get passed the first screen. Can't log in either. Unisntalling this app. :( used to work just fine, not sure what went wrong since i had the app a few months ago.",1.0,User2045
"January 7, 2017","Amazing IKEA Shopping App!
This app allows you to scan items at your local IKEA store and adds it to your shopping list. With this app, shopping at IKEA makes it a breeze and finding items was definitely made easier. Would highly recommend this app to IKEA shoppers! Extra stars because of IKEA's free wi-fi provided in each store, which perfectly integrates with the app.",1.0,User2349
"December 23, 2016",Can't log in The app *STILL* doesn't recognize my email even though I'm receiving the messages from them and can log in to the Web site. Epic fail.,3.0,User1497
"November 10, 2016",Network Issues More often or not it doesn't want to load up the content so left waiting on photos to load. Which they don't end up doing. Disappointing app.,2.0,User2426
"January 5, 2017",Frustrating assumed options Language is assumed based on the country and no apparent way to change it other than to set your country to somewhere else which gives you all the wrong stores,1.0,User1497
"January 8, 2017",Awful !!!! Whoever designed the new ikea website should be sacked and whoever designed this app should be sacked for both are awful. This is the first time I've given such a low rating for an app.,1.0,User313
"November 12, 2016",Can't even log in! This app isn't very good - I can't log in on my phone even though I am using the same email address and password that I use to log in on the computer.,1.0,User1497
"November 14, 2016",Great until there was no UK option It was a fine app until I opened it up and couldn't select my local store. The app functions fine and it's quite helpful.,,User1302
"December 22, 2016","Doesn't work, authentication fails Didn't crappy app from one of the biggest retail vendor.",,User870
"December 28, 2016",Could be better I would love to rate it higher but you can't switch shopping lists. The only way to see another list is to login on the web select it then go back to the app. What's the point of an app that won't allow me to see all my shopping lists.,,User976
"November 13, 2016",Don't bother Just use the mobile site if you want to shop Ikea on your phone. This app has the same information and menues that the mobile site has but loads everything slower and doesn't navigate as smoothly.,,User1823
"December 9, 2016","Useless Logs me out every time I close it with no option to stay logged in. Also my shopping list has a mind of its own, deleting and adding stuff at random. Totally unreliable and unfit for purpose.",,User1537
"November 19, 2016","Doesn't show a store near me I live in Puerto Rico, and I get that usually major store ignore us down here but seriously that it shows no stores near me when there are 3 of them in less than a 50 mile radius!?",,User379
"December 30, 2016","Awful Have to log in every time I open it, it keeps clearing my shopping list, can't filter any search by colour as it can't find anything... Used to be an OK app but something has gone horribly wrong",,User2192
"November 10, 2016","Can't log in Says email and or password is wrong, can't even get in to try it",3.0,User1170
"November 22, 2016","Painful to use, uninstalled... Works ok for browsing products but desperately bad at its main function as a shopping assistant. Logs you out constantly and loses shopping lists. Stick to using a paper list for sanity.",,User2428
"December 18, 2016","It randomly logs me out from my account and deletes my shopping list, and not just on the app, but on the desktop site also. It is more than a little annoying.",,User1497
"November 12, 2016",Cannot login Please fix the login. I can't even login to the app with the same credentials I use to login to the website. USELESS app.,1.0,User1793
"November 11, 2016",Shopping lists do not correctly synchronize. Full text search does not accept incomplete strings.,4.0,User2222
"November 17, 2016",Love it! I love ikea and the app works phenomenally! It uses hardly any battery power or data. Way better than any app I've ever used.,1.0,User1213
"January 13, 2017","Never get started The login via mobile fails. Message is ""Incorrect id or password"". This appears to be a known problem which has not been addressed.",,User1741
"January 3, 2017","scanning feature doesn't wait for focus, and then has a gigantic timeout please add a ""shutter""/scan button to manually force a check/scan",,User757
"January 31, 2017",Brutal for resetting a password. App does not let you type in an article number. The searching for a product does not give you all the product sizes and options.,,User404
"November 22, 2016",Doesn't sync shopping list for some time now Must be a bug or sth. - Which makes the app pretty useless except for scrolling through catalogue,,User903
"November 9, 2016",Crash Crashes when showing ikea family card on Android 7.0 Nexus 6P.,1.0,User2356
"November 12, 2016",Log in fail Cannot log in even though all details are correct,1.0,User986
"November 12, 2016","Where's my country? There's an IKEA store 1km from my house, yet my country is not available in the app.. Stupid.",,User2095
"November 30, 2016",Stick with pencil and paper My Ikea store had no barcodes to scan. Waste of memory space.,,User73
"November 25, 2016",Unable to log in? Terrible and frustrating app. Reset password over and over without results. Why even bother?,,User1348
"January 16, 2017","Every detail you ever need Dimensions, range, 'where to find' and an easy interface. Made my in-store shop a breeze.",1.0,User1507
"December 4, 2016",Closest store not listed A new Ikea was opened in Memphis Tennessee and I downloaded the app only to find out that is not even listed as a closest store. It's not listed period. I didn't even try to look inside the app after that.,,User187
"January 8, 2017","Terrible Constantly having to log in , and shopping list emptying itself ,",1.0,User2548
"January 28, 2017","So after using the app to sign -up it pushes you out to the website. And when signing to the app for which I just signed up on the site, your app does not recognize that account. Fix it.",,User1421
"January 17, 2017",Cant log in Try log in this app but says invalid tho i can log in by Internet.,,User1680
"January 13, 2017",hiányzó bevásárló lista félig tölti be a bevásárlólistát s csak egyet tud. több lista esetén a többi nem látszik. azt se mondja meg hol van az áruházban és félig angol,,User1251
"January 26, 2017","You have to login when somebody your account is used on another phone or computer. This is nonsense. That would be the way to share with my wife what to buy. At least the app could remember the id, but it doesn't. This way this app is hard to use.",,User398
"November 11, 2016",Not possible to login Doesn't login saying credentials are wrong while it logs-in successfully in the PC,2.0,User1479
"December 19, 2016","Cant log in I agree with Ross W, rejects your log in details",,User2065
"November 14, 2016",Unable to sign in I'd love to say the app is handy but i can't sign in with my account as many others have mentioned.,,User2105
"November 20, 2016",cant log in please fix the login error. i have tried to reenter both user name and password a couple of times but wont log in. it sucks!,,User1497
"January 27, 2017",Still waiting on the ability to have multiple lists. Otherwise it's a good app.,3.0,User1799
"November 13, 2016",Can't login Really! This is so stupid,,User664
"June 17, 2017",It doesn't work. It usually logged me out.,,User2022
"December 29, 2016",I can't find any kitchen cabinets .,,User591
"December 5, 2016","Useless, search function doesnt work",,User384
"January 21, 2017",Won't allow me to log in. I should be able to just scan my family card. But when i put in my email it won't sign me in.,,User627
"November 25, 2016",Great for planning an Ikea trip This app has always worked well for me.,,User1621
"April 13, 2017",Unable to shop. Only make a list. Useless,,User1481
"December 14, 2016",Useless Impossible to log in. Jumping everywhere,,User991
"January 28, 2017",Too many permissions for a mediocre app.,,User1497
"December 26, 2016",Room for improvement Would have given 5 stars if I didn't have to login every day. Otherwise a solid app.,,User1066
"December 28, 2016",Log out and looses shopping list Why does it now log me out every time and has lost a shopping list twice!,,User2489
"January 24, 2017","It was fine before, now can not log in... Do something..read how many here have same problem!!! Fix it please!",,User687
"October 10, 2017","Bug- Nem enged bejelentkezni, ugyan azokkal az Ikea Family adatokkal amivel a honlapra simán beenged.",,User1054
"January 19, 2017",Could not log in with Facebook account registration. Now I need to wait until new password is set,,User596
"November 29, 2016","Custom List I want to see my custom made shopping list I created on laptop, and not only the default Shopping List",,User1174
"January 26, 2017",This app is entirely useless the mobile site is a thousand times more helpful,,User1497
"November 8, 2016",What. An. App Sensational. Home furnishings galore. Love it,2.0,User352
"January 21, 2017","Wonderful app, so easy to use, and I browse and shop A LOT online. This is one of the best.",,User556
"December 23, 2016","It help provide me with everything I want to know, I absolutely love the app version.",,User652
"January 24, 2017","everytime i signed in, my previous shopping list is gone. few hours work just gone",,User1720
"February 9, 2017",Not working perfectly !!,,User247
"November 16, 2016",Doesn't even have the UK as an option for country,,User1328
"January 29, 2017",Search suggestions while typing is needed,,User1445
"December 18, 2016","why can't I, change Inches to standard units?",,User478
"December 7, 2016",Memphis TN not on app Memphis TN store not on app,,User1049
"January 2, 2017",IKEAでの買い物に便利・・なはずのアプリ。検索が使いづらく、バーコード読み取りの精度もいまいち。IKEA買い物リスト＆備忘録としてはぎりぎり使える。 またショップ（国？）のレベルにより制限があるようで、在庫あるはずが実際にはなかったり（本当は棚の上のほうにあるはずだけど、補充をサボってるんでしょ？）、メンバーカードの登録機能が使えなかったりする。店内でこのアプリを使っている人をほぼ見かけないので改善は絶望的か。,,User989
"January 14, 2017",Can't be logged in on multiple devices,,User2164
"November 16, 2016",Synkar inte alls inköpslistan,,User2506
"December 28, 2016",Chiara Chiara faradisa syaikha aisya,,User1497
"January 21, 2017",Needs a store map.,,User387
"November 20, 2016",Doesn't work,,User1634
"December 25, 2016",Need some improvements,,User1980
"December 21, 2016",Customer Cant log in!!!!!!!!!,,User1497
"December 11, 2016",No uk stores found...,,User1509
"November 26, 2016",Can't login,1.0,User959
"January 16, 2017",My ikea I just luv IKEA,,User623
"December 18, 2016",Easy to browse and buy,1.0,User1545
"January 2, 2017",Ikea Cheap and realy reliable furniture,,User1306
"January 18, 2017","Easy to use, in-store and at home!",,User2455
"December 27, 2016",Useless,,User1578
"October 23, 2016","Not designed for users
Your app makes me login again almost each time I use it. The shopping list does not sync with the one I have created on my PC. Did you actually design this app to do exactly the opposite of what I need it to do? You may be able to design furniture, but your app developers forgot about user centric design.",33.0,User1497
"September 25, 2016","Items availability in store is not real, the rest is good
Checked the availability of some products at the closest store and then went to the store to be said that there is no any stock of these items. Asked manager to compare what website (same as app) showed vs IKEA internal software. It was showing 9 items on the website and 0 in their internal system! This is very disappointing. It's rubbish service, not IKEA service. IKEA is a smart modern company.",82.0,User1725
"October 1, 2016","Little better than website
Website runs very slow on my phone. But at least I can access different shopping list. I cannot figure out, if the option is available, to switch shopping list the app. Also if you log into the website you get logged out in the app. Which also does not remember your log in email so you have to enter it every time.",13.0,User862
"October 3, 2016","Shopping list disappears
I made my shopping list this morning but after I got back from work all the items in the list disappeared. Same thing happened the day before. There is no item in the list but when i add 1 item, it says that all the 128 items in my list are discontinued which is not true. They are all available in the store. Please help fix this issue.",39.0,User44
"October 6, 2016","Writing a review here about the app and the website because there seems to be no contact info to report website problems. I can find no way to access my online lists in the web app except one. I've tried to access my shopping lists on the Android app because the website is not working at all well. It more or less doesn't remember I'm logged in when I try to view my lists. I can see them in the menu, but when I click I get a page that implies I'm not logged in. Except for once. I can click on a list immediately after logging in, but thereafter, have to log back in to see any other list. Can't do anything with the list, either.",2.0,User1497
"September 17, 2016","Great for the first time, worthless afterwards
Great at first, you can mark items as you shop, it also shows the location of items. Afterwards, the shopping list won't update with stuff added via the Web page, so useless for second and further shopping. Keeps forgetting password and I cannot change my password to something stupid and simple to remedy this issue. Also, please add English support for Finland-based shops.",58.0,User2124
"December 25, 2016",Finally got round to uninstalling it Getting worse with each update. Current idiocy is that it logs you out between each use and won't even allow Smart Lock to populate the login fields. So I'm just using a shortcut to the website which currently works fine.,,User1497
"October 2, 2016",Login does not work I cant login because the app says my email or password is incorrect while it is not. I can login on the website using the same email and pasword. Hope this will be fixed soon as it makes shopping at ikea a hassle.,12.0,User835
"September 26, 2016","Permissions suck
No I don't want you to Run at Startup, no I don't want you to know my Location, no I don't want you to keep my phone from sleeping, no I don't want you to read my SD card. Yes I want the app to store my shopping list in the cloud so it doesn't get deleted again by an update. Yes I want scan-able QR codes on Ikea price tags so I don't have to type in numbers. Yes I want to know when my list items are on sale. Add that please! Why does the app want to track me but not make shopping easier???",17.0,User1497
